id	locality	countryCode	establishmentMeans	threatStatus	appendixCITES	occurrenceRemarks
eol.org/pages/312999	Amazonas | Boyacá | Caquetá | Guainía | Meta | Putumayo | Vaupés | Vichada | Guaviare	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía | Cordillera Oriental: Valles Interandinos|Orinoquía
catalogueoflife.org/data/taxon/7WTGJ	Amazonas | Caquetá | Meta | Putumayo	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f1daaef-5e17-11e7-8cee-bc764e092680:col20170824	Amazonas | Caquetá | Putumayo | Guaviare | Antioquia | Cauca | Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
catalogueoflife.org/data/taxon/7KBB3	Antioquia | Cauca | Chocó | Nariño | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
urn:lsid:organismnames.com:name:1131837	Nariño | Antioquia | Cauca | Chocó | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Pacífica
catalogueoflife.org/data/taxon/5JPDX	Antioquia | Bolívar | Córdoba	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina
urn:lsid:organismnames.com:name:5430498	Cesar | Santander	CO	Endémica			Distribución en regiones naturales de Colombia y zonas de interés: Andina: Cordillera Oriental
gbif.org/es/species/166394943	Antioquia | Cauca | Chocó | Nariño | Risaralda | Valle del Cauca	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina ||Pacífica
urn:lsid:organismnames.com:name:4402161	Antioquia | Caldas | Cauca | Cundinamarca | Huila | Quindío | Risaralda | Santander | Tolima | Valle del Cauca | Caquetá | Putumayo | Nariño	CO				Distribución en regiones naturales de Colombia y zonas de interés: Andina
gbif.org/species/11160000	Caldas | Cauca | Nariño | Quindío | Risaralda | Putumayo | Amazonas | Antioquia | Arauca | Atlántico | Bolívar | Boyacá | Casanare | Cesar | Chocó | Córdoba | Cundinamarca | Guaviare | Huila | La Guajira | Magdalena | Norte de Santander | Santander | Sucre | Tolima | Valle del Cauca | Vichada	CO				
urn:lsid:catalogueoflife.org:taxon:4f1dd91d-5e17-11e7-8cee-bc764e092680:col20170824	Caquetá | Guainía	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f141388-5e17-11e7-8cee-bc764e092680:col20170724	Amazonas | Caquetá | Putumayo	CO		EN	I	Distribución en regiones naturales de Colombia y zonas de interés: Amazonía
urn:lsid:catalogueoflife.org:taxon:4f141076-5e17-11e7-8cee-bc764e092680:col20170724	Atlántico | Arauca | Bolívar | Casanare | Cesar | Córdoba | Magdalena | Meta | Santander | Sucre | Vichada | Guainía	CO		EN	I	Distribución en regiones naturales de Colombia y zonas de interés: Caribe | Orinoquía
urn:lsid:organismnames.com:name:5694098	Arauca | Casanare | Meta	CO				Distribución en regiones naturales de Colombia y zonas de interés: Orinoquía
urn:lsid:organismnames.com:name:5591046	Amazonas	CO				Distribución en regiones naturales de Colombia y zonas de interés: Amazonas
gbif.org/es/species/6163972	Arauca | Casanare | Guainía |Meta | Putumayo |Vichada | Amazonas | Caquetá | Guaviare | Vaupés |	CO		VU		
gbif.org/species/2437598	Chocó | Córdoba	CO				
departments.bucknell.edu/biology/resources/msw3/browse.asp?s=y&id=11700009	Antioquia | Atlántico | Bolívar | Boyacá | Caldas | Cauca |Chocó | Córdoba | Cundinamarca | Huila | Nariño | La Guajira | Norte de Santander | Quindío | Risaralda | Santander | Sucre | Tolima | Valle del Cauca	CO				
