id	identifier	bibliographicCitation	title	creator	date	source
urn:lsid:catalogueoflife.org:taxon:47809832-5e17-11e7-8cee-bc764e092680:col20170824	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA. 1995. Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación. Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia, 39:1-29.	Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA	1995	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:3b88da89-5e17-11e7-8cee-bc764e092680:col20170824	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA. 1995. Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación. Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia, 39:1-29.	Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA	1995	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:20e6026d-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:3b88d77b-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:478099b8-5e17-11e7-8cee-bc764e092680:col20170824	Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D	VIDAL O. 1990. Lista de los mamíferos acuáticos de Colombia. Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia) 37:1-18.	Lista de los mamíferos acuáticos de Colombia	VIDAL O	1990	Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:20e5ff88-5e17-11e7-8cee-bc764e092680:col20170824	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA. 1995. Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación. Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia, 39:1-29.	Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA	1995	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:3b88d904-5e17-11e7-8cee-bc764e092680:col20170824	Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D	VIDAL O. 1990. Lista de los mamíferos acuáticos de Colombia. Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia) 37:1-18.	Lista de los mamíferos acuáticos de Colombia	VIDAL O	1990	Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:20e603de-5e17-11e7-8cee-bc764e092680:col20170824	Latin American Journal of Aquatic Mammals (LAJAM) 7:57-62	PARDO MA, A MEJÍA-FAJARDO, S BELTRÁN-PEDREROS, F TRUJILLO, I KERR y DM PALACIOS. 2009b. Odontocete sightings collected during offshore cruises in the western and southwestern Caribbean Sea. Latin American Journal of Aquatic Mammals (LAJAM) 7:57-62.	Odontocete sightings collected during offshore cruises in the western and southwestern Caribbean Sea	PARDO MA, A MEJÍA-FAJARDO, S BELTRÁN-PEDREROS, F TRUJILLO, I KERR y DM PALACIOS	2009	Latin American Journal of Aquatic Mammals (LAJAM) 7:57-62
urn:lsid:catalogueoflife.org:taxon:4a032f6f-5e17-11e7-8cee-bc764e092680:col20170824	Marine Mammal Science 23:358-386	CABALLERO S, F TRUJILLO, JA VIANNA, H BARRIOS-GARRIDO, MG MONTIEL, S BELTRÁN-PEDREROS, M MARMONTEL, MC SANTOS, M ROSSI-SANTOS, FR SANTOS y CS BAKER. 2007. Taxonomic status of the genus Sotalia: species level ranking for tucuxi (Sotalia fluviatilis) and costero (Sotalia guianensis) dolphins. Marine Mammal Science 23:358-386.	Taxonomic status of the genus Sotalia: species level ranking for tucuxi (Sotalia fluviatilis) and costero (Sotalia guianensis) dolphins	CABALLERO S, F TRUJILLO, JA VIANNA, H BARRIOS-GARRIDO, MG MONTIEL, S BELTRÁN-PEDREROS, M MARMONTEL, MC SANTOS, M ROSSI-SANTOS, FR SANTOS y CS BAKER	2007	Marine Mammal Science 23:358-386
urn:lsid:catalogueoflife.org:taxon:1855d274-5e17-11e7-8cee-bc764e092680:col20170824	Marine Mammal Science 23:358-386	CABALLERO S, F TRUJILLO, JA VIANNA, H BARRIOS-GARRIDO, MG MONTIEL, S BELTRÁN-PEDREROS, M MARMONTEL, MC SANTOS, M ROSSI-SANTOS, FR SANTOS y CS BAKER. 2007. Taxonomic status of the genus Sotalia: species level ranking for tucuxi (Sotalia fluviatilis) and costero (Sotalia guianensis) dolphins. Marine Mammal Science 23:358-386.	Taxonomic status of the genus Sotalia: species level ranking for tucuxi (Sotalia fluviatilis) and costero (Sotalia guianensis) dolphins	CABALLERO S, F TRUJILLO, JA VIANNA, H BARRIOS-GARRIDO, MG MONTIEL, S BELTRÁN-PEDREROS, M MARMONTEL, MC SANTOS, M ROSSI-SANTOS, FR SANTOS y CS BAKER	2007	Marine Mammal Science 23:358-386
urn:lsid:catalogueoflife.org:taxon:4a02e817-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:organismnames.com:name:271977	Caribbean naturalist 81:1-18	Mignucci-Giannoni et al. 2021.	Rescue, Veterinary Care, and Necropsy of a Stranded Clymene Dolphin (Stenella clymene) from the Caribbean Coast of Colombia		2021	Caribbean naturalist 81:1-18
urn:lsid:catalogueoflife.org:taxon:47809538-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:3b8608d2-5e17-11e7-8cee-bc764e092680:col20170824	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA. 1995. Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación. Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia, 39:1-29.	Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA	1995	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:4a02e9a0-5e17-11e7-8cee-bc764e092680:col20170824	IUCN Red List of Threatened Species, versión 2010	HAMMOND PS, G BEARZI, A BJØRGE, K FORNEY, L KARCZMARSKI, T KASUYA, WF PERRIN, MD SCOTT, JY WANG, RS WELLS y B WILSON. 2008d. Stenella longirostris. En: IUCN Red List of Threatened Species, versión 2010.4. (IUCN 2010). [Disponible en: www.iucnredlist.org, Fecha de revisión: 31 marzo 2011].	Stenella longirostris	HAMMOND PS, G BEARZI, A BJØRGE, K FORNEY, L KARCZMARSKI, T KASUYA, WF PERRIN, MD SCOTT, JY WANG, RS WELLS y B WILSON	2008	IUCN Red List of Threatened Species, versión 2010
urn:lsid:catalogueoflife.org:taxon:4a032ad3-5e17-11e7-8cee-bc764e092680:col20170824	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA. 1995. Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación. Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia, 39:1-29.	Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA	1995	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:4a0330fc-5e17-11e7-8cee-bc764e092680:col20170824	Trabajo de grado, Biología Marina, Universidad Jorge Tadeo Lozano, Santa Marta, Magdalena, Colombia, 60 pp	COMBATT A y E GONZÁLEZ. 2006. Ocurrencia y distribución del delfín nariz de botella Tursiops truncatus (Montagu, 1821) en las costas de Dibulla, baja Guajira, durante el periodo de agosto a diciembre de 2005. Trabajo de grado, Biología Marina, Universidad Jorge Tadeo Lozano, Santa Marta, Magdalena, Colombia, 60 pp	Ocurrencia y distribución del delfín nariz de botella Tursiops truncatus (Montagu, 1821) en las costas de Dibulla, baja Guajira, durante el periodo de agosto a diciembre de 2005	COMBATT A y E GONZÁLEZ	2006	Trabajo de grado, Biología Marina, Universidad Jorge Tadeo Lozano, Santa Marta, Magdalena, Colombia, 60 pp
urn:lsid:catalogueoflife.org:taxon:4a032328-5e17-11e7-8cee-bc764e092680:col20170824	Pp: 1-29, en: Population Genetics Research Progress (VT Koven, ed	RUIZ-GARCÍA M, S CABALLERO, M MARTÍNEZ-AGÜERO y JM SHOSTELL. 2008. Molecular differentiation among Inia geoffrensis and Inia boliviensis (Iniidae, Cetacea) by means of nuclear Intron sequences. Pp: 1-29, en: Population Genetics Research Progress (VT Koven, ed.). Nova Science Publishers, Inc., New York, New York, USA.	Molecular differentiation among Inia geoffrensis and Inia boliviensis (Iniidae, Cetacea) by means of nuclear Intron sequences	RUIZ-GARCÍA M, S CABALLERO, M MARTÍNEZ-AGÜERO y JM SHOSTELL	2008	Pp: 1-29, en: Population Genetics Research Progress (VT Koven, ed
urn:lsid:catalogueoflife.org:taxon:4f136415-5e17-11e7-8cee-bc764e092680:col20170824	Systematic Biology, 69(3), 479-501.	McGowen, M. R., Tsagkogeorga, G., Álvarez-Carretero, S., dos Reis, M., Struebig, M., Deaville, R., ... & Rossiter, S. J. (2020). Phylogenomic resolution of the cetacean tree of life using target sequence capture. Systematic Biology, 69(3), 479-501.	Phylogenomic resolution of the cetacean tree of life using target sequence capture	McGowen, M. R., Tsagkogeorga, G., Álvarez-Carretero, S., dos Reis, M., Struebig, M., Deaville, R., ... & Rossiter, S. J.	2020	Systematic Biology
urn:lsid:catalogueoflife.org:taxon:4f136415-5e17-11e7-8cee-bc764e092680:col20170824	Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D	VIDAL O. 1990. Lista de los mamíferos acuáticos de Colombia. Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia) 37:1-18.	Lista de los mamíferos acuáticos de Colombia	VIDAL O	1990	Informes del Museo del Mar (Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:4f136590-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:478043fc-5e17-11e7-8cee-bc764e092680:col20170824	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f1381bd-5e17-11e7-8cee-bc764e092680:col20170824	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA. 1995. Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación. Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia, 39:1-29.	Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA	1995	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:4f1374e6-5e17-11e7-8cee-bc764e092680:col20170824	Informe Técnico	VIERA R. 1995. Acuario Islas del Rosario. Informe Técnico. Santa Marta, Magdalena, Colombia.	Acuario Islas del Rosario	VIERA R	1995	Informe Técnico
urn:lsid:catalogueoflife.org:taxon:4f136a05-5e17-11e7-8cee-bc764e092680:col20170824	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA. 1995. Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación. Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D.C., Colombia, 39:1-29.	Mamíferos Acuáticos de Colombia. Una revisión y nuevas observaciones sobre su presencia, estado del conocimiento y conservación	FLÓREZ-GONZÁLEZ L y J CAPELLA-ALZUETA	1995	Informe del Museo del Mar, Universidad Jorge Tadeo Lozano, Bogotá D
urn:lsid:catalogueoflife.org:taxon:4f19a77b-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:3b88553d-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f19abee-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f19b100-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 4:247-259	CASTAÑO JH, Y MUÑOZ-SABA, JE BOTERO y J HERNÁN VÉLEZ. 2003. Mamíferos del departamento de Caldas  Colombia. Biota Colombiana 4:247-259.	Mamíferos del departamento de Caldas  Colombia	CASTAÑO JH, Y MUÑOZ-SABA, JE BOTERO y J HERNÁN VÉLEZ	2003	Biota Colombiana 4:247-259
urn:lsid:catalogueoflife.org:taxon:4f19b27e-5e17-11e7-8cee-bc764e092680:col20170724	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f19b408-5e17-11e7-8cee-bc764e092680:col20170724	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f19b609-5e17-11e7-8cee-bc764e092680:col20170724	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f19b9e0-5e17-11e7-8cee-bc764e092680:col20170724	Check List 8:554-556	ESCOBEDO M y PM VELAZCO. 2012. First confirmed record for Peru of Diclidurus scutatus Peters, 1869 (Chiroptera: Emballonuridae). Check List 8:554-556.	First confirmed record for Peru of Diclidurus scutatus Peters, 1869 (Chiroptera: Emballonuridae)	ESCOBEDO M y PM VELAZCO	2012	Check List 8:554-556
urn:lsid:catalogueoflife.org:taxon:4f19c798-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
urn:lsid:catalogueoflife.org:taxon:4f19c915-5e17-11e7-8cee-bc764e092680:col20170724	Caldasia 15:471-501	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA. 1986. Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución. Caldasia 15:471-501.	Lista actualizada de los mamíferos de Colombia: anotaciones sobre su distribución	CUERVO DÍAZ A, JI HERNÁNDEZ-CAMACHO y A CADENA	1986	Caldasia 15:471-501
urn:lsid:catalogueoflife.org:taxon:4f19ca94-5e17-11e7-8cee-bc764e092680:col20170724	Biota Colombiana 1:43-75	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA. 2000b. Mamíferos (Synapsida: Theria) de Colombia. Biota Colombiana 1:43-75.	Mamíferos (Synapsida: Theria) de Colombia	ALBERICO M, A CADENA, JI HERNÁNDEZ-CAMACHO y Y MUÑOZ-SABA	2000	Biota Colombiana 1:43-75
gbif.org/species/9078143	American Museum Novitates 3686:1-20	LIM BK, MD ENGSTROM, FA REID, NB SIMMONS, RS VOSS y DW FLECK. 2010. A new species of Peropteryx (Chiroptera: Emballonuridae) from western Amazonia with comments on phylogenetic relationships within the genus. American Museum Novitates 3686:1-20.	A new species of Peropteryx (Chiroptera: Emballonuridae) from western Amazonia with comments on phylogenetic relationships within the genus	LIM BK, MD ENGSTROM, FA REID, NB SIMMONS, RS VOSS y DW FLECK	2010	American Museum Novitates 3686:1-20
urn:lsid:catalogueoflife.org:taxon:4f19cc12-5e17-11e7-8cee-bc764e092680:col20170724	Bulletin of the American Museum of Natural History 35:191-238	ALLEN JA. 1916. List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915. Bulletin of the American Museum of Natural History 35:191-238.	List of mammals collected in Colombia by the American Museum of Natural History expeditions, 1910-1915	ALLEN JA	1916	Bulletin of the American Museum of Natural History 35:191-238
